age,city_tier,device,membership,cuisine,weather,day_of_week,hour,is_weekend,distance_km,prior_orders_90d,avg_basket_90d,rating_avg,support_tickets_30d,promo_type,delivery_fee,eta_minutes,basket_value,discount_amount,order_total,net_margin_usd,complaint_within_48h,discount%,amount_prior_discount,delivery_fee%,avg_order_total_90d
25,T2,ios,plus,italian,rain,6,3,1,3.74,5,24.09,3.72,0,none,4.64,41.9,27.19,0.0,31.83,13.32,0,0.0,31.83,14.577442664153315,27.601705937794534
52,T2,android,none,american,clear,5,18,1,6.32,10,6.6,3.99,0,none,4.25,50.5,13.23,0.0,17.48,5.06,0,0.0,17.48,24.31350114416476,8.204691075514873
19,T1,android,none,italian,clear,6,14,1,4.08,9,16.89,4.88,1,none,3.39,38.4,22.01,0.0,25.4,8.22,0,0.0,25.4,13.346456692913385,19.14421653543307
24,T2,ios,none,mexican,clear,3,9,0,3.27,6,26.59,3.96,1,none,3.41,31.7,27.48,0.0,30.89,11.44,0,0.0,30.89,11.039171252832631,29.525315636128198
22,T3,ios,plus,middle_eastern,clear,0,5,0,5.6,5,29.96,3.59,1,none,4.19,37.6,35.91,0.0,40.1,13.15,0,0.0,40.1,10.448877805486285,33.09048379052369
47,T1,android,none,american,clear,0,3,0,1.6,7,14.65,4.05,0,percent10,3.08,25.4,18.16,1.82,19.42,6.9,0,9.37178166838311,21.240000000000002,15.859938208032956,15.600514933058705
44,T1,web,none,thai,hot,1,2,0,7.8,7,13.43,4.06,0,none,5.12,55.7,19.05,0.0,24.17,7.32,0,0.0,24.17,21.183285064129084,16.274915184112537
37,T1,web,pro,italian,clear,3,6,0,5.2,4,8.61,4.64,1,none,4.41,38.7,15.4,0.0,19.81,7.25,0,0.0,19.81,22.26148409893993,10.526713780918728
28,T1,android,none,middle_eastern,hot,1,12,0,2.73,8,16.21,4.54,0,none,3.15,27.1,19.85,0.0,23.0,10.42,0,0.0,23.0,13.695652173913043,18.430065217391306
21,T3,android,none,mexican,clear,2,12,0,5.28,5,20.94,4.07,0,none,3.92,40.2,13.79,0.0,17.71,5.93,0,0.0,17.71,22.134387351778656,25.574940711462453
41,T2,ios,plus,italian,clear,6,23,1,1.33,6,25.07,4.22,0,none,3.25,24.9,36.92,0.0,40.17,18.25,0,0.0,40.17,8.090614886731391,27.09831715210356
27,T1,android,pro,thai,clear,0,17,0,1.94,7,13.02,4.35,1,percent10,3.08,21.8,20.47,2.05,21.5,8.08,0,9.534883720930232,23.55,14.325581395348838,13.643748837209301
42,T1,web,none,italian,rain,0,23,0,1.95,9,17.5,4.5,0,none,4.28,33.5,18.83,0.0,23.11,10.66,0,0.0,23.11,18.52012115967114,20.74102120294245
46,T3,ios,none,middle_eastern,clear,2,18,0,1.82,4,14.27,4.12,1,none,2.49,26.4,16.51,0.0,19.0,7.31,0,0.0,19.0,13.10526315789474,16.140121052631578
53,T1,android,none,chinese,hot,5,13,1,3.81,3,12.18,4.35,1,percent10,3.59,38.7,16.58,1.66,18.51,4.92,0,8.968125337655321,20.17,19.394921663965423,13.44998379254457
38,T2,ios,none,indian,clear,5,19,1,5.26,4,13.76,4.75,0,percent10,4.3,44.6,16.16,1.62,18.84,6.66,0,8.598726114649683,20.46,22.823779193205944,15.717367303609342
18,T1,android,none,mexican,rain,2,18,0,17.68,3,23.68,4.2,0,percent10,8.97,90.0,29.86,2.99,35.84,5.22,1,8.342633928571429,38.830000000000005,25.027901785714285,27.631071428571428
29,T1,web,none,middle_eastern,clear,2,19,0,8.56,5,21.51,4.3,0,percent10,5.28,50.5,26.74,2.67,29.35,8.88,0,9.09710391822828,32.02,17.98977853492334,23.42281431005111
53,T2,android,plus,indian,clear,4,5,0,1.13,3,21.77,4.46,1,none,2.7,18.4,23.11,0.0,25.81,10.25,0,0.0,25.81,10.461061604029446,24.04737311119721
40,T1,web,plus,american,rain,6,17,1,11.65,4,28.84,4.05,1,none,6.68,72.8,35.57,0.0,42.25,12.52,0,0.0,42.25,15.810650887573964,33.39979171597633
44,T2,android,pro,indian,clear,1,5,0,2.75,6,18.94,3.94,0,percent20,3.0,28.1,27.66,5.53,25.13,7.98,0,22.00557103064067,30.66,11.937922801432551,17.033187425387986
37,T1,ios,plus,mexican,clear,6,7,1,6.03,8,19.95,4.39,0,none,4.01,45.3,22.82,0.0,26.83,8.32,0,0.0,26.83,14.94595601938129,22.931718225866568
24,T2,web,none,mexican,rain,5,16,1,3.88,3,20.0,4.45,0,percent10,4.91,40.5,19.88,1.99,22.8,6.71,0,8.728070175438596,24.79,21.535087719298247,22.56140350877193
55,T2,android,none,chinese,rain,1,12,0,12.12,13,11.41,4.22,0,none,7.1,83.5,16.93,0.0,24.03,6.94,0,0.0,24.03,29.546400332917184,14.78124427798585
50,T2,android,none,american,rain,4,18,0,8.11,9,22.4,4.03,1,none,6.05,59.0,29.59,0.0,35.64,12.22,1,0.0,35.64,16.97530864197531,26.202469135802467
59,T1,web,none,chinese,clear,4,17,0,11.04,5,22.28,4.09,0,none,7.09,67.7,22.04,0.0,29.13,9.24,0,0.0,29.13,24.33916924133196,27.702766906968762
53,T2,web,none,mexican,clear,0,17,0,6.24,7,19.66,4.34,0,flat3,4.03,45.9,19.74,3.0,20.77,3.94,0,14.443909484833895,23.77,19.402985074626866,20.634954260953297
30,T3,android,plus,mexican,clear,2,3,0,3.16,6,15.39,3.84,0,flat3,3.08,25.9,16.31,3.0,16.39,4.77,0,18.30384380719951,19.39,18.79194630872483,15.465118974984748
28,T1,android,none,mexican,clear,1,2,0,6.83,10,22.7,4.62,1,percent10,4.62,49.1,25.82,2.58,27.86,8.53,0,9.260588657573583,30.439999999999998,16.582914572864322,24.362167982771
28,T1,web,none,indian,clear,0,5,0,9.71,5,28.93,4.8,3,none,5.68,64.9,27.84,0.0,33.52,9.11,0,0.0,33.52,16.945107398568016,33.83221957040573
56,T3,android,none,mexican,clear,3,8,0,2.47,9,20.61,3.72,0,none,2.87,26.4,29.09,0.0,31.96,13.61,0,0.0,31.96,8.979974968710888,22.460772841051313
41,T1,ios,pro,thai,clear,4,19,0,5.75,9,17.46,4.44,0,percent10,4.79,37.0,21.03,2.1,23.72,8.65,0,8.853288364249579,25.82,20.193929173693085,19.440075885328834
37,T2,android,plus,mexican,clear,3,1,0,7.54,9,30.27,4.53,1,none,5.01,48.6,35.57,0.0,40.58,13.94,0,0.0,40.58,12.345983242976837,34.00712912764909
58,T2,android,none,american,clear,0,12,0,2.97,5,20.09,4.56,1,percent20,3.56,30.6,22.25,4.45,21.36,4.75,0,20.833333333333336,25.81,16.666666666666668,19.252916666666664
43,T1,web,none,american,clear,5,18,1,3.46,6,29.05,3.67,1,none,3.63,36.8,36.13,0.0,39.76,14.71,0,0.0,39.76,9.129778672032193,31.702200704225355
56,T2,android,pro,chinese,clear,0,8,0,4.11,5,13.88,4.14,0,none,3.51,30.4,16.65,0.0,20.16,7.46,0,0.0,20.16,17.410714285714285,16.296607142857145
59,T2,web,none,american,clear,2,7,0,5.78,5,13.42,4.05,0,flat3,4.51,44.3,13.78,3.0,15.29,2.85,0,19.62066710268149,18.29,29.496402877697843,14.745323741007194
21,T1,ios,plus,middle_eastern,hot,3,4,0,4.47,2,25.67,4.16,0,percent10,3.82,30.5,29.69,2.97,30.54,9.43,0,9.724950884086445,33.51,12.508185985592664,26.384456450556648
33,T3,android,plus,american,clear,6,10,1,4.77,8,6.0,3.82,0,none,3.69,37.7,6.87,0.0,10.56,3.06,0,0.0,10.56,34.94318181818182,8.09659090909091
48,T1,android,plus,american,clear,5,14,1,12.94,5,32.3,4.85,0,none,7.16,74.4,30.58,0.0,37.74,12.12,0,0.0,37.74,18.971913089560147,38.427927927927925
52,T1,android,none,chinese,hot,1,13,0,4.36,5,26.42,4.4,0,none,4.13,34.5,31.77,0.0,35.9,14.74,0,0.0,35.9,11.504178272980502,29.45940389972145
24,T3,web,pro,thai,clear,2,20,0,10.54,8,15.63,3.89,0,percent10,6.16,62.1,18.34,1.83,22.67,6.1,0,8.072342302602559,24.5,27.172474636082928,18.615350683722983
31,T1,ios,none,mexican,clear,6,0,1,16.57,5,26.13,4.06,0,percent10,8.56,90.0,25.76,2.58,31.74,8.08,0,8.128544423440456,34.32,26.96912413358538,31.053043478260868
41,T3,ios,none,middle_eastern,hot,1,7,0,2.62,6,17.95,4.74,0,flat3,2.8,27.4,18.96,3.0,18.76,5.34,0,15.99147121535181,21.76,14.925373134328357,17.758635394456288
51,T1,android,none,american,rain,6,8,1,8.25,9,17.4,4.21,2,percent10,5.97,60.0,26.2,2.62,29.55,5.99,0,8.866328257191201,32.17,20.203045685279186,19.372588832487306
22,T2,android,none,chinese,cold,3,9,0,3.3,7,11.78,4.7,1,none,3.46,26.7,18.48,0.0,21.94,8.78,0,0.0,21.94,15.770282588878759,13.637739288969918
43,T1,android,none,middle_eastern,hot,4,17,0,8.01,7,24.98,4.49,0,none,5.21,52.2,23.2,0.0,28.41,9.11,0,0.0,28.41,18.33861316437874,29.56098556846181
30,T2,ios,plus,thai,rain,4,2,0,3.23,7,23.97,3.77,0,none,3.96,38.3,21.75,0.0,25.71,9.42,1,0.0,25.71,15.402567094515751,27.661995332555424
27,T2,android,plus,mexican,clear,6,6,1,1.06,6,21.53,3.9,0,none,2.7,21.3,32.46,0.0,35.16,14.47,0,0.0,35.16,7.6791808873720155,23.183327645051197
39,T3,android,none,mexican,clear,4,1,0,7.27,9,10.78,3.84,0,flat3,4.6,46.9,13.21,3.0,14.81,2.38,0,20.25658338960162,17.810000000000002,31.06009453072248,11.94461850101283
35,T3,android,plus,mexican,clear,2,13,0,4.87,5,22.96,4.41,0,none,3.37,38.5,27.87,0.0,31.24,12.34,0,0.0,31.24,10.787451984635084,25.436798975672218
44,T2,android,pro,american,clear,4,23,0,9.95,6,25.8,4.92,1,percent20,6.34,65.3,30.33,6.07,30.6,6.55,0,19.836601307189543,36.67,20.71895424836601,26.027647058823533
31,T2,ios,none,american,cold,4,23,0,3.19,8,28.21,4.31,0,none,3.94,33.3,34.29,0.0,38.23,14.2,0,0.0,38.23,10.306042375098091,31.117334554015173
52,T2,ios,plus,mexican,clear,4,1,0,4.33,3,19.05,4.21,0,percent10,3.71,31.5,17.34,1.73,19.32,5.48,0,8.954451345755693,21.05,19.202898550724637,21.002329192546583
21,T3,web,pro,middle_eastern,hot,0,2,0,3.09,9,16.82,4.44,1,none,3.13,27.6,20.0,0.0,23.13,9.93,0,0.0,23.13,13.53220925205361,19.096117596195416
54,T2,android,plus,chinese,clear,6,13,1,1.9,7,13.64,4.22,1,percent10,3.07,27.5,16.4,1.64,17.83,5.89,0,9.197980931015143,19.47,17.218171620863714,14.733954010095346
19,T3,ios,none,italian,clear,1,6,0,5.64,5,18.37,4.13,0,none,3.56,39.7,24.49,0.0,28.05,10.3,0,0.0,28.05,12.691622103386809,20.70145098039216
48,T1,android,plus,thai,hot,4,5,0,4.35,7,26.22,4.32,1,none,4.13,32.6,38.61,0.0,42.74,17.09,0,0.0,42.74,9.66307908282639,28.753659335517078
32,T2,web,plus,chinese,clear,3,16,0,1.29,9,31.75,4.52,0,none,2.26,19.9,32.1,0.0,34.36,14.14,0,0.0,34.36,6.577415599534342,33.83832945285215
34,T2,ios,none,mexican,clear,0,7,0,10.17,3,20.83,4.07,1,none,5.51,64.7,23.93,0.0,29.44,7.9,0,0.0,29.44,18.716032608695652,24.728549592391303
18,T1,android,none,american,clear,6,14,1,4.71,7,27.02,3.9,0,none,3.61,41.2,33.65,0.0,37.26,17.1,0,0.0,37.26,9.688674181427805,29.637879763821793
47,T1,web,none,thai,clear,0,0,0,3.03,5,19.92,4.58,0,percent10,3.76,29.5,25.64,2.56,26.84,9.29,1,9.538002980625931,29.4,14.008941877794337,20.810611028315947
24,T3,android,none,thai,clear,6,23,1,7.33,4,22.13,3.47,2,flat3,4.97,54.1,27.49,3.0,29.46,4.71,0,10.183299389002036,32.46,16.870332654446706,23.609840461642904
45,T1,android,none,chinese,rain,6,2,1,8.71,4,15.82,3.79,1,none,6.24,65.6,23.25,0.0,29.49,8.32,1,0.0,29.49,21.159715157680573,19.16746693794507
48,T1,android,none,chinese,hot,4,0,0,2.03,8,20.69,4.25,2,none,3.05,23.5,23.6,0.0,26.65,8.58,0,0.0,26.65,11.44465290806754,23.057898686679174
53,T1,android,plus,mexican,rain,6,10,1,1.83,5,15.23,4.56,0,none,3.8,33.2,15.57,0.0,19.37,7.52,0,0.0,19.37,19.617965926690754,18.217816210635004
47,T1,web,plus,italian,hot,5,21,1,3.46,4,27.82,4.32,0,none,4.08,38.2,31.78,0.0,35.86,11.86,0,0.0,35.86,11.377579475738987,30.985242610150586
30,T2,ios,none,indian,hot,6,15,1,5.88,11,30.64,4.05,0,none,4.49,43.3,33.15,0.0,37.64,11.85,0,0.0,37.64,11.928799149840595,34.29498405951116
49,T3,ios,none,mexican,clear,5,11,1,11.3,10,18.9,4.53,0,none,6.05,64.9,27.34,0.0,33.39,7.65,0,0.0,33.39,18.11919736448038,22.32452830188679
52,T3,web,none,american,hot,6,6,1,0.8,9,15.34,3.98,0,none,2.17,26.2,21.51,0.0,23.68,9.83,0,0.0,23.68,9.16385135135135,16.745734797297295
31,T2,ios,none,american,hot,5,5,1,13.49,5,41.21,4.48,0,percent20,6.21,67.4,58.04,11.61,52.64,9.68,1,22.05547112462006,64.25,11.79711246200608,36.98253039513678
23,T2,android,plus,indian,clear,6,15,1,5.03,7,27.09,4.09,0,none,4.25,45.9,31.07,0.0,35.32,14.95,0,0.0,35.32,12.032842582106456,30.34969705549264
55,T1,android,none,american,clear,0,12,0,9.69,5,28.23,3.83,0,none,5.96,54.4,37.51,0.0,43.47,17.01,1,0.0,43.47,13.710605014952842,32.10050379572119
24,T3,android,pro,italian,hot,2,14,0,9.27,9,22.58,4.5,1,none,5.15,52.6,27.39,0.0,32.54,9.09,0,0.0,32.54,15.826674861708668,26.153663183773816
42,T1,web,none,chinese,cold,3,9,0,4.35,7,13.05,4.8,1,percent20,4.16,33.9,15.33,3.07,16.42,4.07,0,18.696711327649204,19.490000000000002,25.334957369062117,13.916291108404385
27,T1,web,none,mexican,cold,6,7,1,3.41,5,17.94,4.11,0,percent10,4.06,32.4,19.93,1.99,22.0,6.57,0,9.045454545454545,23.99,18.454545454545453,19.62799090909091
23,T3,ios,plus,chinese,clear,3,4,0,6.15,8,20.71,4.6,0,none,4.16,42.4,12.25,0.0,16.41,5.43,0,0.0,16.41,25.35039609993906,25.96006703229738
50,T3,android,none,thai,hot,3,7,0,5.11,8,17.8,3.56,0,percent10,4.09,40.8,22.23,2.22,24.1,9.21,0,9.211618257261412,26.32,16.97095435684647,19.181161825726143
24,T1,android,none,american,clear,5,5,1,2.91,9,12.64,3.77,0,none,3.43,31.6,22.01,0.0,25.44,10.97,0,0.0,25.44,13.482704402515724,14.344213836477989
46,T2,web,none,american,hot,4,11,0,4.36,10,17.84,3.9,0,percent20,4.13,32.7,23.45,4.69,22.89,7.18,0,20.489296636085626,27.580000000000002,18.04281345565749,17.40354740061162
47,T2,android,plus,indian,rain,4,6,0,3.64,6,13.26,4.19,0,none,4.31,35.6,16.26,0.0,20.57,6.43,0,0.0,20.57,20.95284394749635,16.038347107438018
20,T1,ios,none,italian,cold,6,19,1,4.62,9,11.15,4.41,0,none,3.92,41.7,21.24,0.0,25.16,9.65,0,0.0,25.16,15.580286168521463,12.887201907790143
25,T1,android,plus,mexican,cold,5,13,1,8.7,4,16.68,3.82,0,none,5.89,55.0,18.65,0.0,24.54,7.9,0,0.0,24.54,24.00162999185004,20.683471882640585
51,T1,android,plus,middle_eastern,clear,4,7,0,3.62,2,19.63,3.92,0,none,3.7,31.3,23.54,0.0,27.24,11.21,0,0.0,27.24,13.582966226138032,22.296336270190896
39,T2,ios,plus,mexican,cold,6,1,1,5.45,5,18.83,4.53,1,none,4.12,40.4,21.14,0.0,25.26,8.41,0,0.0,25.26,16.310372129849565,21.901243072050672
23,T1,web,plus,thai,rain,0,2,0,4.3,7,20.55,3.94,0,percent20,4.95,33.3,27.36,5.47,26.84,6.43,1,20.380029806259316,32.31,18.442622950819672,20.151862891207152
59,T2,ios,plus,italian,clear,3,2,0,4.27,6,30.98,4.72,1,none,3.68,29.7,32.78,0.0,36.46,14.23,0,0.0,36.46,10.093252879868349,34.10688974218321
29,T1,android,plus,italian,clear,0,7,0,3.87,6,20.57,3.98,0,none,3.36,34.1,33.03,0.0,36.39,16.16,0,0.0,36.39,9.23330585325639,22.46929101401484
18,T3,android,none,american,rain,5,7,1,6.27,6,6.84,4.64,0,none,4.89,54.2,11.46,0.0,16.35,5.32,0,0.0,16.35,29.90825688073394,8.885724770642202
56,T2,web,plus,american,clear,0,1,0,0.89,5,18.01,4.52,0,none,2.42,17.8,15.21,0.0,17.63,8.25,0,0.0,17.63,13.726602382302893,20.482161089052752
18,T3,ios,plus,indian,clear,3,16,0,6.33,11,18.48,4.27,0,none,4.0,41.8,29.21,0.0,33.21,13.49,0,0.0,33.21,12.044564890093346,20.70583559168925
41,T1,android,none,mexican,rain,5,12,1,5.22,8,6.0,4.31,0,none,5.35,55.0,11.55,0.0,16.9,4.61,0,0.0,16.9,31.65680473372781,7.899408284023669
59,T2,ios,plus,american,clear,4,23,0,5.01,7,19.84,4.28,0,none,4.33,36.9,23.83,0.0,28.16,10.45,0,0.0,28.16,15.376420454545455,22.890681818181818
42,T3,android,none,chinese,clear,0,21,0,6.92,5,14.35,4.63,0,none,4.78,49.1,18.69,0.0,23.47,8.59,0,0.0,23.47,20.36642522368982,17.27258201959949
42,T1,android,none,thai,hot,3,0,0,1.39,8,18.27,3.47,1,flat3,2.87,24.9,26.07,3.0,25.94,8.36,0,11.56515034695451,28.94,11.063993831919815,18.17843870470316
34,T1,web,none,mexican,clear,5,16,1,8.52,8,20.1,4.12,0,percent20,5.49,54.3,21.26,4.25,22.5,4.97,0,18.88888888888889,26.75,24.400000000000002,21.207733333333337
23,T1,ios,none,mexican,rain,6,23,1,3.79,5,17.87,4.3,0,percent20,5.17,53.0,26.77,5.35,26.59,5.44,0,20.120345994734862,31.939999999999998,19.44339977435126,17.74902971041745
42,T1,android,none,thai,clear,6,19,1,3.65,7,17.97,4.66,0,none,3.71,36.0,23.25,0.0,26.96,11.22,1,0.0,26.96,13.761127596439168,20.442874629080116
55,T1,android,none,middle_eastern,hot,5,16,1,2.5,10,15.54,4.04,0,none,3.31,34.1,27.93,0.0,31.24,13.32,0,0.0,31.24,10.595390524967991,17.186523687580024
21,T1,web,none,indian,clear,2,3,0,2.72,9,22.01,3.51,2,none,3.12,31.0,18.68,0.0,21.8,5.77,1,0.0,21.8,14.311926605504588,25.160055045871562
54,T1,ios,none,chinese,hot,5,21,1,1.36,5,16.21,3.36,1,percent10,3.48,30.3,21.36,2.14,22.7,7.42,0,9.427312775330398,24.84,15.330396475770925,17.166889867841412
35,T2,ios,none,italian,rain,1,19,0,4.74,11,21.24,4.26,0,none,4.39,46.0,24.49,0.0,28.88,10.29,0,0.0,28.88,15.200831024930746,24.46865650969529
40,T1,android,none,american,hot,2,12,0,3.18,8,12.03,3.78,1,percent10,3.75,27.9,17.07,1.71,19.11,5.85,0,8.948194662480377,20.82,19.623233908948194,13.314207221350078
24,T1,web,pro,thai,clear,1,22,0,7.67,12,18.29,4.16,1,none,5.49,44.9,24.22,0.0,29.71,10.47,1,0.0,29.71,18.478626725008414,21.669740828004038
44,T2,web,plus,chinese,clear,3,11,0,5.64,7,22.5,3.79,0,none,3.85,43.5,23.45,0.0,27.3,7.92,0,0.0,27.3,14.102564102564102,25.673076923076923
25,T1,android,none,indian,clear,6,12,1,5.12,8,11.87,4.11,0,percent20,4.25,39.7,13.85,2.77,15.33,4.07,0,18.06914546640574,18.1,27.723418134377038,13.015962165688192
29,T1,android,none,middle_eastern,clear,6,18,1,3.4,4,15.27,4.92,1,percent10,3.76,39.9,19.64,1.96,21.44,5.72,1,9.141791044776118,23.400000000000002,17.53731343283582,16.551996268656715
48,T1,ios,none,indian,clear,6,17,1,3.99,4,21.92,4.68,0,percent10,3.72,34.1,30.06,3.01,30.77,10.69,0,9.78225544361391,33.78,12.089697757556062,22.42579135521612
20,T1,web,none,indian,rain,6,13,1,11.06,9,14.07,4.23,0,flat3,7.34,71.5,21.02,3.0,25.36,5.14,1,11.829652996845425,28.36,28.94321766561514,16.477878548895898
36,T2,ios,none,italian,clear,0,18,0,3.37,6,24.67,4.14,1,none,3.67,32.6,28.8,0.0,32.47,13.02,0,0.0,32.47,11.302740991684631,27.4583862026486
42,T1,web,plus,mexican,clear,6,21,1,0.84,4,20.95,3.93,0,percent10,3.26,23.4,24.21,2.42,25.05,10.84,0,9.66067864271457,27.47,13.013972055888223,21.65251497005988
23,T1,ios,plus,chinese,clear,6,15,1,3.88,7,19.04,4.43,1,percent10,3.47,36.7,22.27,2.23,23.51,7.33,0,9.485325393449596,25.740000000000002,14.759676733304977,20.044236495108464
30,T3,android,none,chinese,rain,5,21,1,2.29,8,20.98,4.11,0,percent10,4.1,43.9,22.21,2.22,24.09,6.97,0,9.215442092154422,26.31,17.0195101701951,22.617293482772936
32,T3,android,plus,indian,rain,0,9,0,3.68,13,20.09,4.71,1,none,3.97,35.1,22.62,0.0,26.59,9.11,0,0.0,26.59,14.930424971793906,23.089522376833397
45,T1,web,none,italian,clear,5,12,1,4.58,5,18.89,4.28,1,none,3.54,37.5,26.49,0.0,30.03,11.78,0,0.0,30.03,11.788211788211788,21.116793206793208
59,T1,android,plus,middle_eastern,clear,4,15,0,2.32,4,19.75,4.29,1,none,2.95,26.0,24.59,0.0,27.54,10.14,0,0.0,27.54,10.711692084241104,21.86555918663762
53,T2,android,pro,chinese,clear,0,13,0,1.3,4,18.79,3.65,0,flat3,2.94,21.7,18.41,3.0,18.35,7.27,0,16.348773841961854,21.35,16.021798365122613,18.728561307901906
25,T3,ios,none,thai,hot,1,4,0,3.93,4,11.2,4.04,0,percent10,3.3,32.1,10.08,1.01,12.37,3.76,0,8.16491511721908,13.379999999999999,26.677445432497983,13.273403395311236
18,T3,android,plus,chinese,hot,5,10,1,10.13,6,23.56,4.89,0,none,5.48,68.4,33.61,0.0,39.09,14.92,1,0.0,39.09,14.018930672806343,26.86286006651317
20,T1,web,plus,thai,clear,1,3,0,4.43,9,17.28,3.7,0,none,3.66,32.2,20.95,0.0,24.61,9.71,0,0.0,24.61,14.872003250711094,19.849882161722878
43,T1,android,none,indian,clear,2,16,0,5.32,8,24.59,4.15,1,percent10,4.78,42.4,25.68,2.57,27.89,8.44,0,9.214772319827896,30.46,17.138759411975617,26.538508425959122
24,T1,android,none,chinese,rain,4,19,0,3.55,8,13.08,4.16,0,percent20,4.55,39.0,18.9,3.78,19.67,5.06,0,19.217081850533805,23.450000000000003,23.131672597864767,13.59202846975089
27,T3,android,plus,indian,hot,6,16,1,5.93,8,26.71,4.33,0,none,3.99,46.6,29.15,0.0,33.14,11.2,0,0.0,33.14,12.03983101991551,29.925838865419433
53,T3,ios,none,thai,clear,1,20,0,6.98,3,12.89,4.37,1,none,5.18,45.9,17.89,0.0,23.07,8.03,0,0.0,23.07,22.453402687472906,15.78424360641526
54,T1,ios,none,american,clear,0,15,0,8.98,10,23.11,4.04,0,percent20,5.97,58.1,25.68,5.14,26.51,6.31,0,19.388909845341377,31.650000000000002,22.519803847604674,23.833549603923046
53,T2,android,plus,chinese,clear,5,9,1,10.67,5,17.23,4.54,1,none,5.2,54.5,16.86,0.0,22.06,4.87,0,0.0,22.06,23.57207615593835,21.291468721668178
28,T1,android,none,mexican,hot,6,1,1,5.54,5,19.77,4.02,0,none,4.66,43.9,24.83,0.0,29.49,10.61,0,0.0,29.49,15.801966768396067,22.894048830111903
44,T2,android,none,italian,clear,5,0,1,9.14,8,13.94,4.43,0,percent10,5.11,56.8,18.56,1.86,21.81,4.85,0,8.528198074277855,23.669999999999998,23.42961944062357,16.01725813846859
43,T3,ios,pro,indian,hot,3,23,0,7.69,5,14.98,3.69,0,percent10,4.68,51.3,16.1,1.61,19.17,5.02,1,8.398539384454876,20.78,24.4131455399061,17.378988002086594
25,T2,web,none,indian,rain,5,18,1,6.03,7,15.33,3.96,1,none,5.74,59.2,18.41,0.0,24.15,6.56,1,0.0,24.15,23.768115942028988,18.973652173913045
41,T1,ios,none,middle_eastern,hot,0,8,0,4.37,8,22.54,3.7,1,flat3,4.01,34.3,29.79,3.0,30.8,5.59,0,9.740259740259742,33.8,13.01948051948052,23.27913636363636
40,T2,android,plus,thai,cold,4,22,0,1.1,8,23.53,4.32,0,none,2.96,22.5,32.49,0.0,35.45,14.96,0,0.0,35.45,8.349788434414668,25.494705218617774
34,T1,ios,none,thai,clear,4,5,0,14.61,9,21.9,4.34,0,none,8.35,76.7,22.31,0.0,30.66,6.2,0,0.0,30.66,27.234181343770388,27.864285714285714
49,T3,android,plus,italian,rain,4,18,0,4.79,5,21.1,4.09,0,none,4.35,45.7,24.51,0.0,28.86,8.58,0,0.0,28.86,15.07276507276507,24.280353430353433
46,T1,android,plus,chinese,rain,4,5,0,3.32,4,33.25,4.32,1,percent10,4.1,36.4,41.75,4.18,41.67,14.1,0,10.031197504199662,45.85,9.839212862970962,33.18616510679146
40,T3,android,none,american,hot,6,17,1,3.33,6,12.6,3.81,0,none,3.33,34.0,17.9,0.0,21.23,8.17,0,0.0,21.23,15.68535091851154,14.576354215732454
48,T1,android,none,mexican,clear,5,1,1,6.92,7,17.96,4.66,0,none,4.36,52.9,27.59,0.0,31.95,13.21,0,0.0,31.95,13.646322378716746,20.41087949921753
50,T1,android,pro,indian,clear,0,16,0,1.97,6,6.19,4.54,0,none,3.1,22.0,8.49,0.0,11.59,5.9,0,0.0,11.59,26.747195858498706,7.845651423641071
41,T1,ios,pro,mexican,cold,4,10,0,10.11,4,23.38,3.9,0,none,5.43,59.0,26.53,0.0,31.96,10.05,0,0.0,31.96,16.989987484355442,27.3522590738423
29,T1,android,none,mexican,clear,5,13,1,5.5,9,13.42,3.81,0,percent10,4.04,43.5,20.23,2.02,22.25,6.87,0,9.07865168539326,24.27,18.15730337078652,14.638355056179776
49,T1,ios,none,mexican,cold,3,0,0,2.88,4,18.46,4.06,0,percent10,3.53,31.6,18.73,1.87,20.39,7.06,0,9.171162334477685,22.26,17.31240804315841,19.962873957822463
48,T2,web,none,mexican,clear,4,8,0,6.34,7,13.15,4.31,2,flat3,4.16,38.6,15.62,3.0,16.78,1.55,0,17.878426698450536,19.78,24.791418355184742,14.059058402860547
59,T1,ios,pro,middle_eastern,clear,0,3,0,7.3,4,19.93,4.27,0,percent10,5.19,43.7,17.83,1.78,21.24,6.43,0,8.380414312617704,23.02,24.435028248587574,23.129684557438793
24,T1,android,plus,chinese,cold,1,14,0,2.8,6,21.77,3.86,0,none,2.94,26.7,22.38,0.0,25.32,9.96,0,0.0,25.32,11.611374407582938,24.297796208530805
35,T1,ios,none,thai,rain,6,0,1,6.2,8,14.48,4.08,0,flat3,5.3,47.3,15.73,3.0,18.03,3.33,0,16.638935108153078,21.03,29.395452024403767,16.327143649473097
56,T1,android,plus,middle_eastern,rain,0,21,0,3.58,5,22.77,4.35,0,none,4.79,33.7,24.89,0.0,29.68,10.47,0,0.0,29.68,16.138814016172507,26.444807951482478
39,T3,android,none,middle_eastern,clear,6,4,1,3.62,6,14.96,4.09,0,none,3.22,39.1,10.8,0.0,14.02,4.98,1,0.0,14.02,22.96718972895863,18.39589158345221
57,T3,android,none,middle_eastern,clear,1,12,0,3.88,7,13.62,4.27,0,none,3.27,33.9,17.93,0.0,21.2,8.4,0,0.0,21.2,15.424528301886792,15.72082075471698
