order_id,age,city_tier,device,membership,cuisine,weather,day_of_week,hour,is_weekend,distance_km,prior_orders_90d,avg_basket_90d,rating_avg,support_tickets_30d,promo_type,delivery_fee,eta_minutes,basket_value,discount_amount,order_total,net_margin_usd,complaint_within_48h
100916,40,T2,ios,plus,chinese,rain,2,12,0,1.77,7,26.87,4.68,0,percent20,3.41,31.8,25.21,5.04,23.58,5.96,0
100917,50,T2,android,none,thai,clear,0,0,0,3.29,8,13.65,4.07,0,none,3.69,30.1,17.8,0.0,21.49,8.9,0
100918,28,T2,android,none,thai,clear,5,14,1,6.85,3,18.91,4.54,1,none,4.76,49.0,22.54,0.0,27.3,8.36,0
100919,44,T1,web,plus,indian,clear,1,22,0,7.06,6,13.03,3.78,2,percent20,5.4,46.3,20.37,4.07,21.7,2.66,1
100920,54,T1,android,none,american,clear,1,23,0,5.13,1,16.8,4.13,1,none,4.77,44.1,23.56,0.0,28.33,8.52,0
100921,42,T3,android,plus,indian,clear,5,21,1,1.06,8,28.59,4.25,0,flat3,2.63,24.7,30.57,3.0,30.2,11.42,0
100922,36,T1,ios,none,mexican,rain,4,17,0,4.82,6,11.76,3.66,0,none,4.87,43.3,22.36,0.0,27.23,7.41,0
100923,24,T3,android,none,american,clear,5,5,1,9.83,8,8.21,3.64,0,percent10,5.04,58.9,13.87,1.39,17.52,2.55,1
100924,28,T1,android,plus,indian,hot,4,8,0,1.87,4,21.19,4.67,1,none,3.28,24.9,21.1,0.0,24.38,9.56,0
100925,57,T2,web,plus,italian,hot,0,1,0,3.2,4,23.4,4.24,0,percent20,3.74,28.8,23.89,4.78,22.85,5.97,0
100926,40,T2,ios,plus,mexican,clear,2,5,0,6.89,5,17.28,4.31,0,none,4.27,43.5,21.74,0.0,26.01,9.05,1
100927,30,T3,android,plus,middle_eastern,rain,2,6,0,1.13,5,18.37,4.15,0,none,3.1,26.1,18.96,0.0,22.06,9.06,0
100928,35,T1,ios,none,italian,clear,2,16,0,3.25,9,23.66,4.69,1,flat3,3.58,35.2,29.83,3.0,30.41,10.82,0
100929,42,T3,android,none,indian,clear,3,0,0,11.21,10,25.36,3.73,0,none,6.35,66.4,37.02,0.0,43.37,12.89,0
100930,40,T2,android,plus,indian,cold,3,22,0,10.44,6,23.32,4.55,0,flat3,7.12,67.9,31.61,3.0,35.73,9.75,0
100931,47,T2,ios,none,chinese,clear,4,17,0,10.49,6,23.69,4.94,1,none,5.87,58.0,24.93,0.0,30.8,8.65,1
100932,28,T2,android,none,middle_eastern,clear,6,16,1,3.28,6,17.83,3.97,1,percent20,3.64,35.2,20.51,4.1,20.05,5.06,0
100933,45,T1,android,pro,american,hot,4,13,0,9.09,6,17.65,3.91,0,none,5.62,53.3,15.54,0.0,21.16,6.98,1
100934,36,T2,web,none,italian,cold,6,6,1,4.93,6,9.08,4.39,2,none,3.83,49.5,14.08,0.0,17.91,5.27,0
100935,57,T1,android,none,american,clear,5,13,1,2.41,6,10.94,4.48,1,none,2.95,31.2,11.79,0.0,14.74,5.32,0
100936,24,T1,android,pro,middle_eastern,rain,5,15,1,2.87,10,20.65,3.8,0,flat3,4.03,34.4,23.34,3.0,24.37,10.53,1
100937,24,T2,android,none,middle_eastern,hot,1,20,0,5.6,10,25.8,4.13,0,none,4.66,44.7,24.8,0.0,29.46,9.2,0
100938,37,T2,ios,plus,indian,hot,4,16,0,1.07,7,14.56,4.78,0,none,2.51,20.8,19.75,0.0,22.26,9.84,0
100939,39,T1,ios,none,indian,clear,0,19,0,3.87,5,37.65,4.92,2,none,4.37,38.0,45.89,0.0,50.26,20.07,0
100940,47,T1,web,none,american,hot,6,10,1,4.6,5,18.15,4.19,1,none,4.08,39.3,25.29,0.0,29.37,9.6,0
100941,34,T1,android,plus,italian,clear,1,9,0,6.26,4,15.38,4.3,0,none,4.52,45.8,16.6,0.0,21.12,5.79,0
100942,56,T1,ios,none,chinese,clear,1,18,0,1.27,8,15.9,4.36,2,percent10,2.58,23.7,25.21,2.52,25.27,9.13,0
100943,37,T2,ios,plus,thai,clear,6,14,1,3.9,4,19.77,3.28,0,none,3.48,36.2,22.9,0.0,26.38,9.15,0
100944,23,T1,android,none,italian,clear,0,9,0,7.44,6,27.4,3.99,0,percent10,4.83,51.7,27.35,2.74,29.44,9.73,0
100945,23,T3,android,none,middle_eastern,clear,3,10,0,13.06,8,18.7,4.23,1,none,6.54,72.7,20.25,0.0,26.79,5.59,0
100946,58,T1,web,none,thai,clear,4,13,0,2.41,8,11.74,5.0,0,none,3.61,25.4,20.06,0.0,23.67,8.91,0
100947,23,T1,android,none,chinese,clear,1,14,0,9.06,3,29.76,4.4,0,flat3,5.8,57.0,30.08,3.0,32.88,10.35,0
100948,57,T3,ios,none,middle_eastern,cold,2,8,0,7.18,8,14.31,4.76,1,none,4.6,46.6,17.93,0.0,22.53,7.17,0
100949,29,T1,android,plus,thai,clear,5,3,1,9.99,5,16.53,4.18,1,none,5.8,55.8,21.81,0.0,27.61,6.2,0
100950,21,T1,android,none,italian,clear,4,21,0,1.11,11,22.01,4.41,0,none,3.22,25.0,27.28,0.0,30.5,15.14,0
100951,30,T3,web,none,chinese,hot,4,7,0,6.51,7,23.98,3.91,0,flat3,4.36,42.5,29.4,3.0,30.76,7.63,0
100952,43,T3,web,none,mexican,clear,3,3,0,8.93,6,23.8,3.73,1,none,5.31,56.3,28.56,0.0,33.87,12.07,1
100953,35,T2,android,none,american,hot,2,6,0,4.23,5,7.51,3.85,0,none,3.82,36.0,8.97,0.0,12.79,4.28,0
100954,50,T1,ios,none,american,clear,4,20,0,3.48,10,28.96,4.09,0,flat3,4.33,34.3,34.85,3.0,36.18,14.1,0
100955,43,T2,android,plus,indian,rain,0,4,0,4.63,6,13.91,4.21,0,none,4.87,38.3,13.67,0.0,18.54,6.25,0
100956,34,T3,ios,plus,mexican,clear,0,16,0,8.49,9,24.01,4.02,0,none,4.57,46.3,20.55,0.0,25.12,8.09,0
100957,44,T3,android,plus,middle_eastern,clear,5,9,1,2.49,8,22.96,3.42,0,flat3,2.92,29.4,30.64,3.0,30.56,11.26,0
100958,58,T1,android,none,thai,rain,1,14,0,2.37,5,22.81,4.48,0,flat3,4.31,37.0,24.46,3.0,25.77,9.3,0
100959,35,T1,android,none,indian,clear,5,17,1,0.92,2,17.9,3.93,1,none,2.64,26.3,23.81,0.0,26.45,10.63,0
100960,24,T1,android,plus,middle_eastern,clear,0,5,0,3.96,11,28.33,4.23,1,flat3,3.6,29.3,36.19,3.0,36.79,12.72,0
100961,35,T1,android,none,thai,clear,1,9,0,1.64,5,19.4,3.96,0,none,2.66,24.2,24.01,0.0,26.67,10.8,0
100962,53,T2,android,plus,mexican,rain,6,18,1,4.01,5,28.61,4.57,0,flat3,4.16,40.7,43.44,3.0,44.6,15.11,0
100963,27,T1,web,pro,american,clear,1,23,0,2.18,9,14.66,3.6,1,none,3.61,24.4,16.95,0.0,20.56,8.38,1
100964,57,T1,android,none,thai,rain,6,20,1,2.95,10,29.92,4.53,1,percent20,5.05,39.8,36.34,7.27,34.12,7.6,0
100965,42,T1,android,plus,chinese,rain,1,7,0,3.27,6,11.0,4.05,0,percent10,3.96,32.9,14.98,1.5,17.44,5.23,0
100966,43,T2,android,none,american,clear,4,5,0,4.76,7,28.33,4.09,0,percent10,4.14,42.2,34.26,3.43,34.97,13.87,0
100967,31,T1,ios,none,chinese,cold,4,22,0,5.01,15,16.21,4.22,0,percent20,4.68,41.7,23.23,4.65,23.26,5.07,1
100968,56,T1,android,none,chinese,hot,4,16,0,3.64,9,21.8,4.18,0,percent10,3.34,36.8,24.16,2.42,25.08,8.77,0
100969,19,T1,android,none,thai,clear,2,4,0,3.15,10,16.57,4.69,0,none,3.64,31.9,17.67,0.0,21.31,9.17,0
100970,30,T3,ios,none,indian,clear,5,15,1,2.92,6,12.58,4.43,0,flat3,3.14,36.6,14.99,3.0,15.13,4.81,0
100971,35,T1,android,plus,thai,clear,2,7,0,1.38,5,18.89,4.67,1,none,2.92,19.3,18.96,0.0,21.88,9.34,0
100972,38,T2,web,plus,mexican,cold,5,3,1,8.49,12,25.13,4.38,1,flat3,5.3,59.1,33.92,3.0,36.22,9.25,1
100973,37,T1,android,none,american,clear,2,3,0,2.41,7,21.68,4.16,0,none,3.39,28.0,21.08,0.0,24.47,11.61,0
100974,24,T1,ios,none,chinese,clear,5,9,1,4.33,6,26.85,4.16,1,none,3.96,38.9,33.74,0.0,37.7,13.51,0
100975,27,T1,android,plus,thai,cold,6,5,1,1.82,5,24.83,3.64,0,none,3.21,28.0,37.2,0.0,40.41,18.74,0
100976,22,T1,ios,none,mexican,rain,5,18,1,6.42,5,21.58,4.87,1,none,5.04,53.8,32.44,0.0,37.48,12.55,0
100977,42,T1,web,plus,chinese,clear,3,3,0,4.41,8,31.65,4.16,1,none,4.03,35.2,38.84,0.0,42.87,13.89,0
100978,32,T2,android,none,mexican,rain,2,4,0,5.26,9,21.04,3.58,1,percent10,4.95,43.2,23.76,2.38,26.33,6.73,0
100979,41,T2,android,pro,middle_eastern,hot,2,14,0,1.77,6,14.48,3.84,1,none,3.0,26.0,18.93,0.0,21.93,9.86,0
100980,42,T1,android,none,american,clear,2,10,0,5.43,4,11.99,3.65,0,percent20,4.48,38.6,19.26,3.85,19.89,6.05,0
100981,47,T1,android,none,chinese,clear,3,4,0,1.13,11,30.5,3.95,1,none,2.73,21.1,31.42,0.0,34.15,13.74,0
100982,40,T2,web,plus,american,rain,3,1,0,2.72,6,19.83,4.4,0,none,4.09,30.9,17.32,0.0,21.41,8.71,0
100983,45,T1,ios,none,mexican,clear,5,2,1,1.92,9,19.72,3.48,2,percent20,2.92,26.6,22.23,4.45,20.7,5.3,0
100984,42,T1,ios,none,indian,cold,6,6,1,4.36,4,15.84,4.66,0,flat3,3.71,34.3,19.2,3.0,19.91,4.02,1
100985,45,T1,web,none,middle_eastern,clear,6,6,1,8.86,5,9.96,3.98,1,none,5.48,58.6,14.27,0.0,19.75,4.77,0
100986,43,T1,web,plus,mexican,rain,4,13,0,6.0,9,33.38,4.12,0,percent20,4.98,42.8,49.81,9.96,44.83,12.41,1
100987,31,T2,web,none,middle_eastern,hot,6,16,1,10.03,7,10.72,4.17,0,flat3,5.63,60.1,14.38,3.0,17.01,2.14,0
100988,28,T3,android,none,indian,clear,6,3,1,4.48,7,12.24,3.82,1,none,3.71,33.9,14.61,0.0,18.32,6.44,0
100989,51,T3,android,none,chinese,clear,3,10,0,6.5,7,16.25,4.45,0,none,4.51,50.3,23.72,0.0,28.23,10.19,0
100990,32,T3,android,none,middle_eastern,cold,2,11,0,7.79,4,15.34,3.71,0,percent10,4.42,52.5,16.71,1.67,19.46,4.94,0
100991,41,T1,android,pro,chinese,hot,3,3,0,7.74,9,18.06,4.74,1,flat3,4.47,41.0,26.12,3.0,27.59,7.17,0
100992,26,T1,android,none,mexican,clear,0,11,0,1.72,7,23.5,3.83,0,flat3,2.83,24.9,24.51,3.0,24.34,8.88,0
100993,36,T1,android,none,thai,clear,2,1,0,2.38,3,26.07,4.19,0,percent10,3.16,27.6,36.01,3.6,35.57,11.03,0
100994,40,T1,android,none,middle_eastern,clear,2,7,0,7.24,8,19.08,3.96,0,percent10,5.61,47.9,23.32,2.33,26.6,6.86,1
100995,44,T1,android,none,italian,clear,5,17,1,10.1,5,21.15,4.58,1,percent10,5.68,65.0,26.67,2.67,29.68,7.69,1
100996,40,T1,android,pro,american,clear,1,5,0,2.27,6,16.04,3.8,0,none,3.53,22.4,15.07,0.0,18.6,9.02,0
100997,33,T2,android,none,american,rain,4,16,0,2.49,2,21.7,4.69,1,percent20,4.04,32.1,20.98,4.2,20.82,5.61,1
100998,58,T1,android,plus,thai,clear,2,2,0,5.96,2,19.99,4.95,0,percent10,4.47,39.1,18.69,1.87,21.29,6.12,0
100999,39,T1,android,none,mexican,rain,2,11,0,3.15,6,17.16,3.71,2,none,4.26,38.6,22.09,0.0,26.35,7.97,1
101000,51,T2,ios,plus,indian,cold,0,21,0,7.52,4,26.21,3.54,1,flat3,5.71,47.9,24.62,3.0,27.33,6.59,0
101001,48,T1,ios,none,chinese,cold,3,12,0,6.29,8,10.81,4.11,0,none,4.45,45.1,12.08,0.0,16.53,4.31,0
101002,41,T3,android,none,mexican,hot,0,19,0,8.18,7,24.44,4.25,0,percent20,5.42,47.8,30.79,6.16,30.05,5.68,0
101003,55,T1,android,none,italian,clear,1,5,0,3.46,5,19.09,4.12,0,percent10,3.74,30.9,22.01,2.2,23.55,7.53,0
101004,23,T2,android,none,chinese,clear,3,4,0,3.04,3,15.36,4.1,0,none,3.21,32.3,14.67,0.0,17.88,6.24,0
101005,56,T1,android,pro,thai,clear,4,11,0,2.52,8,32.19,4.44,0,none,3.31,27.1,52.56,0.0,55.87,23.82,0
101006,53,T2,android,plus,mexican,clear,2,5,0,9.95,6,25.26,4.33,0,none,6.07,58.5,25.08,0.0,31.15,9.32,0
101007,39,T1,web,none,american,hot,1,17,0,1.77,5,9.25,3.64,0,percent10,3.34,26.8,14.61,1.46,16.49,6.13,0
101008,48,T1,android,none,mexican,rain,6,8,1,1.64,9,25.25,3.95,0,none,3.87,35.3,26.28,0.0,30.15,12.43,0
101009,39,T2,android,plus,italian,rain,2,18,0,4.57,10,24.01,4.67,0,percent10,4.47,39.2,31.07,3.11,32.43,10.89,0
101010,29,T1,ios,none,indian,clear,2,0,0,3.0,7,11.79,4.26,0,none,3.51,31.8,17.39,0.0,20.9,7.78,0
101011,51,T1,android,none,indian,clear,0,8,0,7.83,9,19.0,4.19,0,percent20,4.8,51.3,18.0,3.6,19.2,3.87,1
101012,28,T3,android,plus,mexican,hot,2,5,0,1.56,6,25.28,3.76,1,percent10,2.66,21.6,21.97,2.2,22.43,7.64,0
101013,31,T1,android,none,italian,clear,1,16,0,3.7,9,8.46,4.47,0,none,3.56,32.6,16.24,0.0,19.8,6.86,0
101014,39,T2,web,none,american,clear,2,4,0,1.23,4,22.95,4.21,0,none,2.56,24.9,23.33,0.0,25.89,9.72,0
101015,53,T2,android,none,thai,rain,1,11,0,3.33,4,15.93,4.21,0,percent10,4.4,40.0,17.93,1.79,20.54,5.27,0
101016,34,T1,ios,none,chinese,rain,1,8,0,4.5,4,18.38,4.55,1,flat3,5.03,41.5,25.84,3.0,27.87,7.12,0
101017,38,T2,ios,plus,american,clear,5,17,1,4.05,8,27.28,3.84,2,none,3.43,33.8,38.02,0.0,41.45,14.68,0
101018,19,T1,android,plus,mexican,clear,3,8,0,3.88,7,17.06,4.62,1,none,3.82,30.6,19.73,0.0,23.55,7.69,0
101019,22,T2,ios,pro,middle_eastern,hot,4,16,0,6.33,10,13.83,4.32,0,none,4.44,44.3,16.95,0.0,21.39,8.41,0
101020,20,T1,android,none,middle_eastern,cold,4,2,0,2.19,8,23.7,4.62,0,none,3.05,25.3,26.63,0.0,29.68,12.33,0
101021,21,T1,android,plus,middle_eastern,clear,3,18,0,5.33,2,22.25,4.11,0,none,4.33,37.6,25.84,0.0,30.17,9.64,0
101022,54,T1,android,pro,indian,hot,3,15,0,3.78,7,18.96,4.66,0,percent20,3.72,32.8,21.48,4.3,20.9,6.33,0
101023,53,T3,web,plus,mexican,clear,2,3,0,3.36,6,12.28,3.22,1,none,3.13,30.5,13.44,0.0,16.57,5.5,0
101024,52,T2,android,pro,indian,rain,1,2,0,5.71,8,17.98,3.73,0,percent20,5.28,47.0,27.28,5.46,27.1,7.12,0
101025,20,T3,android,pro,middle_eastern,rain,6,7,1,4.73,6,16.81,3.89,1,percent10,4.11,39.7,18.54,1.85,20.8,4.83,1
101026,21,T2,web,plus,thai,hot,2,23,0,5.54,6,18.87,3.95,0,none,4.53,41.9,12.92,0.0,17.45,5.14,0
101027,29,T2,android,pro,chinese,hot,6,6,1,12.61,4,10.77,4.6,1,none,6.38,67.7,12.79,0.0,19.17,4.24,0
101028,41,T2,web,plus,thai,clear,5,11,1,3.76,5,16.14,3.53,0,none,3.24,33.2,14.01,0.0,17.25,6.56,1
101029,32,T3,ios,none,mexican,clear,4,10,0,1.68,4,20.52,4.53,0,percent10,2.62,22.3,23.75,2.38,23.99,8.58,0
101030,38,T2,ios,pro,mexican,hot,5,7,1,2.23,7,19.77,4.21,0,percent10,2.83,29.8,22.81,2.28,23.36,9.99,0
101031,25,T1,ios,plus,mexican,clear,4,11,0,9.9,7,20.28,3.82,0,percent10,5.66,59.3,32.73,3.27,35.12,9.55,0
101032,48,T2,ios,none,middle_eastern,rain,5,4,1,3.28,8,12.32,4.83,1,percent10,4.32,38.9,18.14,1.81,20.65,6.28,0
101033,31,T2,android,none,american,clear,5,16,1,6.3,7,12.51,3.74,0,none,3.99,48.8,11.03,0.0,15.02,5.01,0
101034,20,T1,web,none,italian,clear,4,3,0,4.04,2,17.54,4.53,0,percent10,3.94,36.9,18.04,1.8,20.18,6.43,0
101035,49,T1,web,plus,american,rain,5,13,1,1.99,7,21.24,4.67,0,percent20,4.23,35.8,25.81,5.16,24.88,6.42,0
101036,55,T1,web,none,indian,clear,5,7,1,4.69,3,14.18,3.56,0,none,4.12,42.3,19.25,0.0,23.37,7.89,0
101037,18,T3,ios,none,chinese,hot,1,13,0,2.61,9,19.11,3.85,0,percent10,3.05,28.0,25.47,2.55,25.97,9.1,0
101038,36,T1,android,none,indian,clear,6,13,1,2.83,3,20.29,4.69,0,none,3.93,30.4,27.11,0.0,31.04,13.27,0
101039,52,T3,android,none,middle_eastern,clear,3,15,0,4.06,8,11.83,4.27,0,flat3,3.47,40.4,15.51,3.0,15.98,4.11,0
101040,47,T1,android,pro,indian,clear,0,14,0,1.36,5,28.75,4.45,0,flat3,2.95,20.7,30.76,3.0,30.71,10.82,0
101041,53,T2,android,none,middle_eastern,clear,1,6,0,6.21,5,13.06,4.24,1,none,4.65,44.0,14.1,0.0,18.75,6.04,0
101042,35,T1,ios,none,american,rain,5,14,1,3.05,8,13.83,4.49,1,percent20,4.14,41.0,20.31,4.06,20.39,4.57,1
101043,33,T3,ios,none,middle_eastern,clear,5,5,1,6.75,11,14.22,3.79,0,none,4.18,52.4,19.49,0.0,23.67,8.31,1
101044,47,T2,android,plus,american,clear,4,9,0,6.59,6,12.11,4.48,1,none,4.5,42.7,15.2,0.0,19.7,4.9,1
101045,24,T1,android,plus,mexican,cold,4,5,0,3.67,1,10.95,4.01,0,none,3.62,33.0,11.99,0.0,15.61,6.1,0
101046,28,T1,ios,none,american,clear,6,12,1,4.5,5,25.6,4.14,0,none,3.69,47.1,30.81,0.0,34.5,15.06,1
101047,43,T1,android,none,middle_eastern,clear,6,18,1,5.37,4,24.69,3.74,1,none,3.95,42.8,35.0,0.0,38.95,14.7,0
101048,46,T1,web,pro,middle_eastern,hot,5,14,1,3.27,9,16.18,3.67,0,none,3.25,33.6,20.46,0.0,23.71,10.1,0
101049,23,T2,ios,plus,american,rain,0,2,0,1.18,5,24.08,4.17,1,flat3,3.31,24.8,28.67,3.0,28.98,8.62,0
101050,39,T3,android,plus,american,clear,5,1,1,4.67,3,16.37,4.65,0,none,3.4,37.2,16.29,0.0,19.69,6.24,0
101051,33,T2,android,none,thai,cold,3,7,0,7.77,8,11.92,4.29,1,none,5.09,48.0,14.36,0.0,19.45,5.67,0
101052,39,T2,ios,pro,middle_eastern,clear,5,14,1,2.55,7,18.72,3.88,2,percent10,3.36,27.2,24.47,2.45,25.38,8.91,1
101053,58,T1,android,plus,mexican,clear,5,6,1,6.99,3,19.86,4.16,0,none,4.99,44.6,27.5,0.0,32.49,11.71,0
101054,21,T3,web,none,mexican,clear,4,23,0,1.83,9,23.95,4.12,0,none,3.01,30.4,24.4,0.0,27.41,11.08,0
101055,59,T3,android,pro,american,cold,6,14,1,3.5,9,6.0,3.93,0,none,3.64,37.3,6.17,0.0,9.81,4.84,0
101056,36,T1,android,plus,chinese,clear,1,21,0,3.86,6,19.69,4.36,1,percent10,4.1,36.9,29.78,2.98,30.9,9.45,0
101057,50,T3,android,plus,american,hot,5,22,1,4.12,10,33.76,3.88,0,percent20,3.84,37.6,47.45,9.49,41.8,11.78,1
101058,35,T1,ios,plus,indian,clear,2,2,0,2.31,10,7.98,3.98,1,none,3.16,26.8,10.06,0.0,13.22,4.44,1
101059,31,T3,web,none,thai,clear,1,21,0,1.85,7,14.61,3.83,0,percent10,3.33,25.2,19.17,1.92,20.58,6.0,0
101060,50,T3,web,none,indian,hot,5,1,1,3.59,3,16.12,3.95,0,none,3.1,29.3,18.95,0.0,22.05,8.01,0
101061,46,T2,android,none,middle_eastern,cold,6,2,1,5.81,8,18.9,4.75,0,none,4.67,44.5,27.51,0.0,32.18,12.42,0
101062,24,T1,web,none,american,clear,0,12,0,2.53,6,23.62,3.97,1,none,2.91,29.1,33.72,0.0,36.63,14.49,0
101063,47,T2,android,none,chinese,clear,6,12,1,3.79,6,18.86,4.05,0,none,3.38,36.3,25.47,0.0,28.85,9.84,0
101064,49,T1,ios,none,chinese,rain,2,15,0,12.62,6,28.69,4.5,0,none,8.03,78.4,31.96,0.0,39.99,14.28,0
101065,34,T2,web,pro,thai,clear,6,0,1,4.91,6,17.95,4.58,2,percent10,4.49,39.4,13.58,1.36,16.71,4.52,0
101066,56,T1,android,none,middle_eastern,clear,0,2,0,3.58,8,25.53,4.04,1,none,4.0,32.0,32.82,0.0,36.82,13.41,0
101067,44,T2,web,plus,italian,clear,4,19,0,4.02,6,19.3,4.66,3,none,3.74,31.5,19.93,0.0,23.67,5.95,0
101068,32,T3,android,none,middle_eastern,cold,3,14,0,11.14,5,22.69,3.88,1,percent20,5.62,66.6,17.69,3.54,19.77,3.21,1
101069,18,T1,android,none,mexican,clear,5,8,1,5.93,6,15.36,4.46,1,none,4.31,51.8,28.63,0.0,32.94,12.35,0
101070,46,T1,android,none,mexican,clear,3,4,0,2.62,7,13.84,4.19,0,flat3,3.48,28.3,16.5,3.0,16.98,5.47,0
101071,26,T2,web,none,italian,clear,0,5,0,6.26,7,10.12,4.37,3,flat3,4.61,48.5,14.64,3.0,16.25,1.39,1
101072,49,T1,android,none,chinese,clear,1,7,0,2.08,3,17.67,4.43,0,percent10,3.05,25.6,24.08,2.41,24.72,9.38,0
101073,40,T1,web,none,italian,clear,1,11,0,4.41,5,14.96,4.2,0,none,3.85,34.8,21.44,0.0,25.29,9.84,0
101074,37,T1,android,plus,chinese,clear,6,19,1,8.6,6,23.42,4.4,0,none,5.77,58.1,17.87,0.0,23.64,7.44,0
101075,24,T1,ios,none,italian,rain,0,10,0,4.44,9,23.27,4.5,0,none,4.99,47.5,36.24,0.0,41.23,16.02,0
101076,47,T2,ios,none,italian,clear,5,10,1,1.99,9,24.19,3.65,0,none,2.97,27.4,29.75,0.0,32.72,13.91,0
101077,24,T2,android,none,indian,clear,3,22,0,4.18,12,22.94,3.92,0,none,3.99,32.6,29.74,0.0,33.73,12.16,0
101078,35,T1,ios,none,italian,hot,3,2,0,8.56,6,25.77,4.54,0,none,5.54,52.6,28.47,0.0,34.01,10.26,0
101079,53,T2,ios,none,indian,clear,6,0,1,2.5,5,22.1,3.55,1,none,3.0,34.4,21.85,0.0,24.85,8.18,0
101080,56,T1,android,none,chinese,clear,5,23,1,6.2,4,12.44,3.83,0,percent10,5.07,50.4,15.95,1.6,19.42,5.17,0
101081,59,T1,android,plus,american,clear,4,22,0,8.85,5,23.08,4.76,0,none,6.08,48.3,24.96,0.0,31.04,8.52,0
101082,58,T2,android,plus,indian,rain,5,9,1,5.3,6,15.85,4.09,0,none,5.03,44.9,17.39,0.0,22.42,7.36,0
101083,41,T1,web,plus,italian,hot,3,5,0,4.29,5,20.55,4.29,2,none,3.44,34.2,30.64,0.0,34.08,13.03,0
101084,26,T2,ios,plus,thai,rain,6,2,1,2.63,7,19.91,4.37,0,percent20,4.17,38.4,22.1,4.42,21.85,6.51,0
101085,53,T3,web,none,indian,hot,5,3,1,2.85,3,6.0,4.38,1,percent10,3.17,32.4,8.63,0.86,10.94,2.58,1
101086,51,T2,ios,none,american,clear,6,21,1,3.56,8,11.75,4.05,1,none,4.12,39.8,14.89,0.0,19.01,5.69,0
101087,59,T2,web,none,indian,cold,3,17,0,6.3,5,15.0,4.1,0,none,4.51,46.8,18.08,0.0,22.59,6.74,0
101088,45,T1,android,plus,indian,clear,4,20,0,14.5,5,6.0,4.98,0,percent10,7.36,79.2,10.31,1.03,16.64,0.27,0
101089,23,T1,android,none,chinese,clear,3,12,0,2.51,9,27.05,3.76,0,flat3,3.47,28.1,29.64,3.0,30.11,11.96,0
101090,39,T1,ios,none,middle_eastern,clear,6,15,1,5.8,7,19.93,3.98,0,flat3,4.29,47.6,20.63,3.0,21.92,4.35,0
101091,36,T2,android,pro,indian,clear,4,21,0,7.61,7,20.9,3.82,0,percent10,5.15,48.1,25.94,2.59,28.5,8.38,1
101092,53,T3,android,none,indian,clear,1,8,0,4.24,6,24.13,4.16,0,none,3.9,34.4,22.54,0.0,26.44,10.53,0
101093,34,T1,ios,none,middle_eastern,clear,3,13,0,4.13,5,23.48,3.9,0,none,3.91,31.8,29.99,0.0,33.9,14.58,0
101094,31,T1,web,pro,thai,hot,0,6,0,1.55,3,25.69,4.67,0,none,2.9,18.3,22.43,0.0,25.33,12.28,0
101095,21,T1,ios,none,mexican,hot,4,12,0,4.67,2,25.35,4.78,0,none,3.92,34.1,25.84,0.0,29.76,10.76,0
101096,53,T2,android,none,indian,rain,4,5,0,4.01,7,19.81,4.21,0,flat3,4.45,40.8,14.74,3.0,16.19,3.72,0
101097,49,T2,web,none,italian,clear,5,4,1,3.33,5,19.95,3.87,0,flat3,3.22,38.2,20.81,3.0,21.03,7.8,0
101098,19,T2,android,none,thai,clear,1,8,0,5.15,7,20.69,4.86,0,none,3.42,40.8,21.7,0.0,25.12,9.49,0
101099,36,T3,android,pro,mexican,hot,3,22,0,2.2,4,12.28,3.96,2,none,3.05,29.2,17.6,0.0,20.65,8.06,0
101100,38,T1,web,plus,mexican,clear,2,6,0,2.47,4,8.73,4.3,1,none,3.26,25.5,14.41,0.0,17.67,6.93,0
101101,37,T2,ios,none,indian,clear,2,15,0,4.73,8,6.0,4.35,0,none,4.03,38.7,9.39,0.0,13.42,4.42,0
101102,56,T2,web,none,middle_eastern,clear,6,13,1,9.88,6,22.21,3.88,0,percent20,5.88,60.3,28.08,5.62,28.34,7.32,1
101103,24,T1,web,none,thai,clear,3,14,0,3.74,6,16.02,4.08,0,none,3.85,28.7,20.81,0.0,24.66,9.64,1
101104,30,T3,ios,none,chinese,clear,3,3,0,4.25,4,16.36,4.87,0,flat3,3.3,32.8,16.32,3.0,16.62,2.6,0
101105,25,T1,android,none,middle_eastern,rain,6,18,1,4.16,5,20.15,4.32,0,none,4.72,42.6,25.31,0.0,30.03,11.93,0
101106,28,T2,android,none,italian,hot,3,18,0,2.14,2,26.52,4.39,0,none,3.07,27.5,27.1,0.0,30.17,11.47,0
101107,56,T2,web,plus,indian,cold,2,2,0,3.45,9,24.17,4.51,0,percent10,3.55,26.9,32.22,3.22,32.55,11.77,0
101108,57,T3,web,plus,middle_eastern,clear,3,9,0,4.6,10,21.41,4.37,0,flat3,3.49,35.7,23.31,3.0,23.8,8.09,0
101109,19,T2,android,pro,chinese,clear,5,20,1,4.53,10,22.69,4.58,1,none,4.45,40.6,32.63,0.0,37.08,17.05,0
101110,44,T1,android,plus,indian,hot,3,5,0,5.41,6,34.84,4.41,1,none,4.33,34.2,31.25,0.0,35.58,11.61,0
101111,27,T3,android,none,thai,clear,4,12,0,2.08,7,12.05,4.18,0,percent10,2.67,28.0,17.69,1.77,18.59,6.42,0
101112,26,T2,android,plus,chinese,clear,1,19,0,2.77,6,28.55,5.0,0,none,2.97,26.8,28.41,0.0,31.38,15.19,0
